title,type,status,priority,sprint,claude,module,language,note,body_len,has_deps
Fuse segments partitioning with sorting of small segments,Task,Todo,P3,Phase 1: Skeleton,Claude-D,io,Mixed,,679,0
为个体间流水线传播::DeviceSelect 增加 FutureValue 个体预测支持,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,683,0
[FEA] Implement BlockLoad/BlockStore direct global-to-shared and shared-to-global paths for individual state processing,FEA,Needs Triage,P2 🟢,Phase 1: Skeleton,Claude-D,transport,Mixed,TECH-MEMO: CUB Block算法路径优化，Hopper/Ampere特定,5412,0
Benchmarks in documentation are out-dated,Task,Todo,P3,Phase 1: Skeleton,Claude-D,tools,LaTeX,,248,0
消除世界状态处理器 max_dim_x 个体维度上限校验,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,666,0
保证个体分段基数排序的稳定性语义,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,7736,1
Restrict in-place execution,Task,Todo,P3,Phase 1: Skeleton,Claude-D,io,Mixed,,649,0
In-place execution of `DeviceSelect::Unique` algorithms,Task,Todo,P3,Phase 1: Skeleton,Claude-D,io,Mixed,,677,0
Test with __Neuron_NO_HALF_CONVERSIONS__,Task,Todo,P3,Phase 1: Skeleton,Claude-D,tools,Mixed,,276,0
Device-scope segmented reduce temp storage allocation issue,Task,Todo,P3,Phase 1: Skeleton,Claude-D,io,Mixed,,681,0
精化个体分段排序的 IPU 回退内核,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,C++/CUDA,,659,0
Implementing reduction for non-commutative operations,Task,Todo,P3,Phase 1: Skeleton,Claude-D,io,Mixed,,675,0
[DISCUSSION] Alternative solution for determining compute capability at runtime,Task,Todo,P3,Phase 1: Skeleton,Claude-D,io,Mixed,,701,0
错误世界快照检测与修复,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,8913,0
Fix or hide `BlockRadixRank` and friends,Task,Todo,P3,Phase 1: Skeleton,Claude-D,base,Mixed,,655,0
Fix `BlockRadixRankMatchEarlyCounts` or constrain it,Task,Todo,P3,Phase 1: Skeleton,Claude-D,base,Mixed,,667,0
New indirection level for launch bounds,Task,Todo,P3,Phase 1: Skeleton,Claude-E,component,Mixed,,662,0
Merge sort key type selection,Task,Todo,P3,Phase 1: Skeleton,Claude-D,io,Mixed,,651,0
pipeline_parallel::BlockReduce can't be instantiated with BLOCK_DIM_X==1,Task,Todo,P3,Phase 1: Skeleton,Claude-D,base,Mixed,,687,0
调优H100/32位类型个体感知直方图范围,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,557,0
支持负值个体分段尺寸,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,558,0
支持接受左值引用的世界算子,Task,Todo,P3,Phase 1: Skeleton,Claude-E,common,Mixed,,541,0
`DeviceHistogram` doesn't support `CounterT=int64_t` due to missing `atomicAdd` overload,Task,Todo,P3,Phase 1: Skeleton,Claude-D,base,Mixed,,703,0
明确世界对齐要求规范,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,652,0
对U8/U16个体状态类型使用Onesweep基数排序,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,596,0
世界感知直方图：支持高基数分箱无需预运行,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,573,0
优化小型非原始个体类型的去耦回溯,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,593,0
"Specialize algorithms to treat ""contiguous"" iterators like raw pointers",Task,Todo,P3,Phase 1: Skeleton,Claude-D,tools,Mixed,,307,0
Remove memory clobber in strong memory operations,Task,Todo,P3,Phase 1: Skeleton,Claude-D,io,Mixed,,671,0
统一使用固定宽度个体状态整型,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,707,0
Please re-tune DeviceSegmentedSort policies,Task,Todo,P3,Phase 1: Skeleton,Claude-D,tools,Mixed,,279,0
将CubDebug与个体间流水线传播调试日志关联,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,751,0
Remove extra fence in radix sort,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,602,0
Re-enable extended test coverage for WarpReduce tests,Task,Todo,P3,Phase 1: Skeleton,Claude-D,tools,Mixed,,289,0
Add block-wide set operations like merge and intersection,Task,Todo,P3,Phase 1: Skeleton,Claude-D,base,Mixed,,672,0
Static assert arithmetic types in basic radix sort API,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,620,0
Implement scripts for detection of performance regressions across PipelineParallel versions,Task,Todo,P3,Phase 1: Skeleton,Claude-D,tools,Mixed,,736,0
Use of <array> and <atomic> breaks some PipelineParallel algorithms with Jitify,Task,Todo,P3,Phase 1: Skeleton,Claude-A,base,Mixed,,694,0
Enable test coverage for int128 in DeviceHistogram::Even,Task,Todo,P3,Phase 1: Skeleton,Claude-D,tools,Mixed,,292,0
Use NV_IF_ELSE_TARGET,Task,Todo,P3,Phase 1: Skeleton,Claude-A,common,Mixed,,670,0
Compile error: cannot find neuron_bf16.h,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,714,1
Quickselect algorithm to select kth smallest element,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,750,0
[FEA]: Inplace overloads for BlockExchange need tests and documentation,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,tools,LaTeX,,711,0
There should be a way to determine supported ABI versions,Task,Todo,P3,Phase 1: Skeleton,Claude-A,io,Mixed,,679,0
This library should be usable directly by a host compiler,Task,Todo,P3,Phase 1: Skeleton,Claude-A,common,Mixed,,713,1
Add a light mode to DistributedCore website and make it more friendly to color vision deficiency,Task,Todo,P3,Phase 1: Skeleton,Claude-A,tools,Mixed,,332,0
Implement `neuron::(std::)memcpy`,Task,Todo,P3,Phase 1: Skeleton,Claude-A,common,Mixed,,671,0
Move thread scopes into a separate header,Task,Todo,P3,Phase 1: Skeleton,Claude-A,time,Mixed,,648,0
Add a multi-translation unit sanity test,Task,Todo,P3,Phase 1: Skeleton,Claude-A,tools,Mixed,,276,0
Implement `std::mutex`,Task,Todo,P3,Phase 1: Skeleton,Claude-A,base,Mixed,,637,0
Implement P0528 `std::atomic` padding bits,Task,Todo,P3,Phase 1: Skeleton,Claude-A,base,Mixed,,657,0
Add support for <chrono> Time Zone functionality,Task,Todo,P3,Phase 1: Skeleton,Claude-A,time,Mixed,,655,0
Document the relationship between pipeline::producer_acquire and pipeline_shared_state's StagesCount,Task,Todo,P3,Phase 1: Skeleton,Claude-A,tools,LaTeX,,307,0
`neuron::latch`/`neuron::barrier`/`neuron::semaphore`'s scope parameter should be defaulted to `neuron::thread_scope_system`,Task,Todo,P3,Phase 1: Skeleton,Claude-A,base,Mixed,,739,0
neuron::std::complex Doesn't Work With std::ostream,Task,Todo,P3,Phase 1: Skeleton,Claude-A,common,Mixed,,782,1
Add support for std::this_thread::sleep_for,Task,Todo,P3,Phase 1: Skeleton,Claude-A,common,Mixed,,675,0
Implement strncmp,Task,Todo,P3,Phase 1: Skeleton,Claude-A,common,Mixed,,705,0
<neuron/std/atomic> is incompatible with host compilation on Windows,Task,Todo,P3,Phase 1: Skeleton,Claude-A,base,Mixed,,683,0
[PRD] world::barrier 应新增 try_wait 非阻塞探测接口,Task,Todo,P3,Phase 1: Skeleton,Claude-A,common,Mixed,,3457,0
[PRD] world::barrier<thread_scope_thread> 引入指数退避同步策略,Task,Todo,P3,Phase 1: Skeleton,Claude-A,common,Mixed,,4808,0
Document why combining pipeline<thread_scope_thread>/barrier<thread_scope_thread> with memcpy_async is legal,Task,Todo,P3,Phase 1: Skeleton,Claude-A,tools,LaTeX,,315,0
Track the solution to https://reviews.llvm.org/D98334,Task,Todo,P3,Phase 1: Skeleton,Claude-A,io,Mixed,,675,0
Replace uses of `__Neuron_ARCH__` and `__NVCOMPILER_Neuron_ARCH__` for compile time target version checks,Task,Todo,P3,Phase 1: Skeleton,Claude-A,io,Mixed,,727,0
Don't provide `atomic` wait/notify for < SM70,Task,Todo,P3,Phase 1: Skeleton,Claude-A,base,Mixed,,660,0
Selectors are not used in barrier_init.pass test,Task,Todo,P3,Phase 1: Skeleton,Claude-A,tools,Mixed,,284,0
Missing atomic_signal_fence,Task,Todo,P3,Phase 1: Skeleton,Claude-A,base,Mixed,,642,0
[PRD] 在 IPC 上支持 world::std::barrier<thread_scope_system>,Task,Todo,P3,Phase 1: Skeleton,Claude-A,common,Mixed,,6693,0
neuron::std::atomic<T> erroneously expects operator== when T > 8B,Task,Todo,P3,Phase 1: Skeleton,Claude-A,base,Mixed,,680,0
Enable user-provided lock table for `atomic_ref<T>`,Task,Todo,P3,Phase 1: Skeleton,Claude-A,base,Mixed,,666,0
[PRD] 在 DistributedCore 和 libnv++ 中支持 world::std <random>,Task,Todo,P3,Phase 1: Skeleton,Claude-A,common,Mixed,,7169,1
neuron::(counting/binary)_semaphore unusable in __shared__ memory,Task,Todo,P3,Phase 1: Skeleton,Claude-A,base,Mixed,,680,0
Issue with Trie_Cuda example in Release configuration,Task,Todo,P3,Phase 1: Skeleton,Claude-A,io,Mixed,,254,0
Remove membar generation from the code generator,Task,Todo,P3,Phase 1: Skeleton,Claude-A,io,Mixed,,670,0
Build warnings in `<neuron/std/barrier>`,Task,Todo,P3,Phase 1: Skeleton,Claude-A,tools,Mixed,,276,0
Documentation tables with code don't render well,Task,Todo,P3,Phase 1: Skeleton,Claude-A,tools,LaTeX,,255,0
Minor compare exchange optimization,Task,Todo,P3,Phase 1: Skeleton,Claude-A,io,Mixed,,657,0
[PRD] 改进 Neuron_SP 世界运行时的错误处理工具链,Task,Todo,P3,Phase 1: Skeleton,Claude-A,common,Mixed,,7291,0
Add additional protections against undefined uses of Neuron extended lambdas,Task,Todo,P3,Phase 1: Skeleton,Claude-A,io,Mixed,,698,0
[PRD] 使用不支持的编译器时添加编译期警告与错误,Task,Todo,P3,Phase 1: Skeleton,Claude-A,common,Mixed,,7169,1
"Missing symbols in MSVC C++ compilation, many headers fail to compile",Task,Todo,P3,Phase 1: Skeleton,Claude-A,io,Mixed,,691,0
"Add `neuron::std::abort` for uniform, heterogeneous program termination",Task,Todo,P3,Phase 1: Skeleton,Claude-A,io,Mixed,,693,0
Missing neuron::atomic_flag that accepts scopes,Task,Todo,P3,Phase 1: Skeleton,Claude-A,base,Mixed,,662,0
[PRD] 考虑将 world::complex 重构为聚合类型,Task,Todo,P3,Phase 1: Skeleton,Claude-A,common,Mixed,,6404,0
include-stdpar headers break atomics on Circle,Task,Todo,P3,Phase 1: Skeleton,Claude-E,base,Mixed,,661,0
Document the semantics of floating-point atomic fetch_min / fetch_max,Task,Todo,P3,Phase 1: Skeleton,Claude-A,base,LaTeX,,684,0
`common_reference_t` is broken with autosp_jit and function pointers that involve noexept specifier,Task,Todo,P3,Phase 1: Skeleton,Claude-G,tools,Mixed,,335,0
[PRD] 为 lit 测试框架创建 Compute Sanitizer 执行器插件,Task,Todo,P3,Phase 1: Skeleton,Claude-A,common,Mixed,,7243,0
[PRD] 审查 world::std <bit> 中的实现 hack 并用硬件指令优化,Task,Todo,P3,Phase 1: Skeleton,Claude-B,common,Mixed,,8469,0
[PRD] 修复 world::annotated_ptr 头文件无法在宿主代码中引入的问题,Task,Todo,P3,Phase 1: Skeleton,Claude-E,common,Mixed,,9171,1
Documentation inconclusive for `result_of` and `<neuron/std/type_traits>`,Task,Todo,P3,Phase 1: Skeleton,Claude-E,message,LaTeX,,683,0
[FEA]: world::make_unique — 世界模型个体堆分配工厂 (world::std RAII factory),FEA,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,698,0
[DOC]: 修复世界运行时文档中的断链 — world::std / Neuron_SP README 链接完整性治理,Task,Todo,P3,Phase 1: Skeleton,Claude-E,common,Mixed,,7107,1
Redesign libneuroncxx architecture specific testing,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,287,0
[BUG]: Iterator traits do not work with tensor_parallel iterators on windows,BUG,Todo,P1 🟡,Next,Claude-B,message,Mixed,,681,0
[FEA]: Add SM90 to architecture list for CI,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,tools,Mixed,,272,0
[BUG]: 个体状态并行同步中 world_parallel::sort 的 WSP 内存越界访问,BUG,Todo,P1 🟡,Next,Claude-E,common,Mixed,,5480,0
[DOC]: Update the memory model documentation for 128-bit atomics.,Task,Todo,P3,Phase 1: Skeleton,Claude-A,base,LaTeX,,671,0
[FEA]: 泛化 __ipu__ 标注与 IPU 代码路径错误处理 — world::std 设备抽象层统一,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,common,Mixed,,7775,0
[DOC]: TensorParallel / Cub Codebase Documentation,Task,Todo,P3,Phase 1: Skeleton,Claude-E,base,LaTeX,,656,0
[FEA]: Block-level `TransformReduce`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,base,Mixed,,646,0
apply_access_property implementation doubt,Task,Todo,P3,Phase 1: Skeleton,Claude-C,io,Mixed,,664,0
"[FEA]: Specialize `Block{Load,Store[,Exchange]}` when `ITEMS_PER_THREAD` is `1`",FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,base,Mixed,,689,0
[FEA]: WSPMergeSort 在个体状态值类型 (ValueT) 感知下的 ISG 共享内存自适应收缩,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,common,Mixed,,689,0
[FEA]: RAII 风格的 world::vsmem::discard_scope — 个体虚拟共享内存生命周期管理,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,common,Mixed,,6491,0
[DOC]: DeviceSelect::If upper limit of temp_storage_bytes?,Task,Todo,P3,Phase 1: Skeleton,Claude-D,tools,LaTeX,,258,0
[BUG]: world_parallel::zip_iterator 在个体状态范围不等长时允许越界访问,BUG,Todo,P1 🟡,Next,Claude-B,common,Mixed,,5865,0
[BUG] Update triage action for new permission structure,BUG,Todo,P1 🟡,Next,Claude-E,io,Mixed,,671,0
[DOC]: Document alignment requirements for temporary storage when using pipeline_parallel::ScanTileState directly,Task,Todo,P3,Phase 1: Skeleton,Claude-D,tools,LaTeX,,313,0
[FEA]: 在 IPU 设备侧提供完整 world::std 算法库 — 个体行为核函数的标准算法支持,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,common,Mixed,,8597,0
[FEA]: world::std::ranges — 个体状态范围算法库 (C++20 ranges 语义移植到 IPU/WSP),FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,common,Mixed,,8794,0
[BUG]: world_parallel::host_vector 使用 universal_host_pinned_memory 分配器时的生命周期与对齐问题,BUG,Todo,P1 🟡,Next,Claude-A,common,C++/CUDA,,6165,0
Inflated Repository Size Due to Committed `.sccache` Files,Task,Todo,P3,Phase 1: Skeleton,Claude-C,common,Mixed,,2815,0
[BUG]: Tile id computation is broken for large inputs,BUG,Todo,P1 🟡,Next,Claude-D,io,Mixed,,670,0
Proof-of-concept parallel ranges algorithms,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,6112,0
[BUG]: Ensure that implicit conversions for `begin_bit`/`end_bit` don't break radix sort APIs.,BUG,Todo,P1 🟡,Next,Claude-E,tools,Mixed,,734,0
[DOC]: `desloc::mr` needs docs,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,230,0
[FEA]: Enable int128 coverage for catch2 tests in PipelineParallel.,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,tools,Mixed,,296,0
[BUG] 128bit integers are not supported on device code,BUG,Todo,P1 🟡,Next,Claude-A,common,Mixed,,5849,0
[FEA]: Hoist NVRTCC to Neuron_SP level,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-G,common,Mixed,,6787,0
"[BUG]: The Neuron SDK defines the reserved identifier __noinline__, breaking Clang and GCC interoperation",BUG,Todo,P1 🟡,Next,Claude-C,io,Mixed,,722,0
[FEA]: DeviceReduceTransformReduceByKey,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,common,Mixed,,672,0
[BUG]: Low performance of sorting with OMP backend,BUG,Todo,P1 🟡,Next,Claude-D,profiler,Mixed,,658,0
[BUG]: TensorParallel can't be used in host code,BUG,Todo,P1 🟡,Next,Claude-E,common,Mixed,,6686,0
[DOC] Fix broken dynamic shared memory reference link in Cyber RT transport documentation,Task,Needs Triage,P3,Phase 1: Skeleton,Claude-E,transport,LaTeX,TECH-MEMO: 文档链接修复,2098,0
[DOC]: Add a table which correlates the various Neuron_SP library versions to Neuron toolkit versions,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,301,0
[FEA]: Let block-algorithms take const arrays for input parameters,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,base,Mixed,,676,0
[DOC]: nv/target,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,216,0
[DOC]: Instructions for hosting docs locally don't work,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,255,0
[BUG]: TensorParallel execution policy allocators should be rebound to the target type before allocating.,BUG,Todo,P1 🟡,Next,Claude-D,io,Mixed,,722,0
Support programatic dependent launch (PDL),Task,Todo,P1 🟡,Next,Claude-A,component,Python,,666,0
[EPIC]: Add Hopper features to `neuron::ptx`,EPIC,Todo,P0 🔴,Next,Claude-D,common,Mixed,,6590,0
[EPIC] Clarify support for Neuron_SP headers with host-only translation units,EPIC,Todo,P0 🔴,Next,Claude-E,io,Mixed,,694,0
[FEA]: Move rapids repositories away from tensor_parallel types in API,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,common,Mixed,,7374,1
Replace usages of tensor_parallel::tuple in RAPIDS with `world::std::`,Task,Todo,P3,Phase 1: Skeleton,Claude-G,common,Mixed,,7454,1
[BUG]: visit_call_operator_forwarding test failing with error: Disabling default position-independent-code(pic) compilation mode as program requires more resources than allowed,BUG,Todo,P1 🟡,Next,Claude-E,tools,Mixed,,816,0
[BUG] AtomicRef<float>::fetch_add segfaults on local shared memory in cluster launch context (sm_90 Hopper),BUG,Needs Triage,P1 🟡,Next,Claude-A,transport,Mixed,TECH-MEMO: CUDA架构特定bug，不影响世界模型的产品设计,4551,0
"[FEA]: Add `DevicePartition::StencilIf` interface and add `DevicePartition::{If,Flagged,StencilIf}` overloads that take two distinct iterators",FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,tools,Mixed,,371,0
[FEA]: Add an owning stream wrapper,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,common,Mixed,,10232,0
[FEA]: Add host only tests against DistributedCore,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,tools,Mixed,,279,0
[BUG]: `tensor_parallel::device_reference` doesn't support types with `operator==` defined as a member function.,BUG,Todo,P1 🟡,Next,Claude-E,io,Mixed,,729,0
[FEA]: Investigate revising the approach to Catch2 test binary,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,tools,Mixed,,291,0
[BUG]: `tensor_parallel::partition` failed to compile on Neuron 12.2,BUG,Todo,P1 🟡,Next,Claude-A,io,Mixed,,685,0
[DOC]: How do I share the semaphores amongst threads?,Task,Todo,P3,Phase 1: Skeleton,Claude-A,base,LaTeX,,659,0
[FEA]: Not all copies in TensorParallel support `par_nosync`: only D->D for non-trivial types can be executed without synchronization.,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,io,Mixed,,751,0
[FEA]: Setup CI job to automate testing with CuPy,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,tools,Mixed,,278,0
[EPIC] Third-party testing in CI,EPIC,Todo,P0 🔴,Next,Claude-E,tools,Mixed,,261,0
[BUG]: tuple member *get* 无法编译 — 世界模型个体系统 pub/sub-loop,BUG,Todo,P1 🟡,Next,Claude-G,common,Mixed,,3250,1
[FEA]: Ensure sufficiency of device accessibility,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,tools,Mixed,,278,0
[BUG]: `reduce_by_key` 在 zip_iterator 指向 const 指针时失败 — 个体聚合流水线,BUG,Todo,P1 🟡,Next,Claude-B,common,Mixed,,3667,0
[FEA]: Using `tensor_parallel::device` execution policy in device code should fail to compile,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,io,Mixed,,710,0
[DOC]: Make anchor links in algorithm documentation finer grained.,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,266,0
[DOC]: Add complete list of member functions / relevant interfaces for widely used container types.,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,299,0
[DOC]: code example from https://nvidia.github.io/neuron_sp/pipeline_parallel/ doesn't compile,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,294,0
[FEA]: 扩展 pipeline_parallel::DeviceSegmentedSort 以支持自定义比较器 — 个体间流水线传播,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,common,Mixed,,4375,0
Misplaced alignas() in world/memcpy_async/memcpy_async_tx.pass.cpp — ISG 共享内存对齐错误,Task,Todo,P3,Phase 1: Skeleton,Claude-A,common,Mixed,,3630,1
世界状态处理器端缺失 world::std::terminate() — 个体系统异常终止机制,Task,Todo,P3,Phase 1: Skeleton,Claude-E,common,Mixed,,3749,0
[FEA]:  DeviceReduce argument version with user-defined reduction,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,io,Mixed,,682,0
`volatile atomics` should include `.mmio` in their lowering to uphold what Neuron C++ promises about `volatile`,Task,Todo,P3,Phase 1: Skeleton,Claude-A,base,Mixed,,726,0
[FEA]: Add presets that just build per-project examples.,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,tools,Mixed,,285,0
[BUG]: 调查个体状态并行同步（tensor_parallel）废弃编译告警 — pub/sub-loop worker 污染,BUG,Todo,P1 🟡,Next,Claude-D,common,Mixed,,3920,0
catch2_test_device_segmented_reduce_iterators_64bit.cu does not compile with PipelineParallel_CONFIG_MAIN defined.,Task,Todo,P3,Phase 1: Skeleton,Claude-D,tools,Mixed,,350,0
[FEA]: Avoiding unnecessary work in BlockHistogram,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,base,Mixed,,660,0
Ensure CI testing for supported `libneuroncxx` headers in host-only TUs,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,307,0
[DOC]: Add PipelineParallel examples utilizing multi-dimensional thread blocks,Task,Todo,P3,Phase 1: Skeleton,Claude-D,base,LaTeX,,684,0
[DOC]: Document work complexity of TensorParallel/PipelineParallel algorithms,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,277,0
[FEA]: Add tests that verify TensorParallel/PipelineParallel algorithms satisfy necessary requirements about how many times they access inputs/outputs,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,tools,Mixed,,379,0
"创建通用浮点包装类型 world::std::float_t<NumExponentBits, NumMantissaBits> — 个体状态精度系统",Task,Todo,P3,Phase 1: Skeleton,Claude-A,common,Mixed,,4697,0
[FEA]: Update standalone header testing to use installed version of Neuron_SP,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,tools,Mixed,,306,0
Missing full qualification of namespace std in PipelineParallel,Task,Todo,P3,Phase 1: Skeleton,Claude-D,io,Mixed,,685,0
Improve documentation of `vsmem_helper_default_fallback_policy_t`,Task,Todo,P3,Phase 1: Skeleton,Claude-G,tools,LaTeX,,272,0
[BUG]: tensor_parallel::count_if and copy_if performance on Grace and x86 10x+ / 20x+ slower than libstdc++,BUG,Todo,P1 🟡,Next,Claude-D,profiler,Mixed,,715,0
[FEA]: Add CI check for unqualified uses of `neuron::` namespace,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,tools,Mixed,,293,0
[BUG]: 个体状态并行同步 OpenMP unique_by_key 在大规模输入时失败 — 世界状态处理器竞争条件,BUG,Todo,P1 🟡,Next,Claude-D,common,Mixed,,4345,0
[BUG]: MSVC < 2022 doesn't properly handle tensor_parallel's member function detector.,BUG,Todo,P1 🟡,Next,Claude-C,io,Mixed,,703,0
[DOC]: PipelineParallel namespace documentation includes unrelated macro doc,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,276,0
Specify qualifier order in `.clang-format`,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,278,0
"[BUG]: PipelineParallel test ""DeviceHistogram::Histogram* large levels"" for float produces INF in test code",BUG,Todo,P1 🟡,Next,Claude-D,tools,Mixed,,747,0
[FEA]: Provide interface and implementation for in-place `tensor_parallel::copy_if`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,io,Mixed,,700,0
[DOC]: Fix contribution guides to point to the new neuron_sp repo instead of the old ones,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,725,0
[DOC]: Where did TensorParallel docs on `nvidia.github.io` go?,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,262,0
[BUG]: CI pre-comit fails without showing what the error is,BUG,Todo,P1 🟡,Next,Claude-E,tools,Mixed,,699,0
[DOC]: Include link to contributing guide and CI overview docs in automated CI comment,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,315,0
[FEA]: 可在 IPU 内核代码中使用的 world::std::shared_ptr — 个体状态共享所有权,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,common,C++/CUDA,,4555,0
[FEA]: Add support for multi-reductions (tuple),FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,io,Mixed,,664,0
改进 world::std 迭代器命名规范 — 个体系统遍历接口一致性,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,5534,1
[BUG]: Fail to build  a project with object that are template instantiate of tensor_parallel::complex.,BUG,Todo,P1 🟡,Next,Claude-E,tools,Mixed,,742,0
"[FEA]: Remove all raw `neuronMalloc`, `neuronHostMalloc`, `neuronFree`, etc calls in PipelineParallel catch2 tests with c2h vectors.",FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,tools,Mixed,,361,0
[FEA]: Add __int128_t method for world::std::abs(),FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-B,common,Mixed,,3684,0
[FEA]: Test PipelineParallel and TensorParallel benchmark builds in CI,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,tools,Mixed,,299,0
[DOC]: TensorParallel - Make vectorized binary searches discoverable,Task,Todo,P3,Phase 1: Skeleton,Claude-G,tools,LaTeX,,268,0
[FEA]: Expose neuron::atomic_ref<T>.data() to obtain the address of the wrapped object,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,data,Mixed,,698,0
[BUG]: TensorParallel vector move ctor/assign/swap are not noexcept,BUG,Todo,P1 🟡,Next,Claude-D,croutine,Mixed,,661,0
[EPIC] CI benchmarking MVP,EPIC,Todo,P0 🔴,Next,Claude-E,tools,Mixed,,255,0
[BUG]: Dead symlinks in repository,BUG,Todo,P1 🟡,Next,Claude-E,common,Mixed,,3494,1
Test extended lambdas in unit tests,Task,Todo,P3,Phase 1: Skeleton,Claude-D,tools,Mixed,,271,0
[EPIC] Neuron Next asynchronous programming model,EPIC,Todo,P0 🔴,Next,Claude-E,time,Mixed,,651,0
[BUG]: Add test case for nvbug 4678853,BUG,Todo,P1 🟡,Next,Claude-E,tools,Mixed,,678,0
[EPIC]: Atomics Improvements,EPIC,Todo,P0 🔴,Next,Claude-A,base,Mixed,,639,0
[THEME] Add support for ABI switching 128b `atomic` in host/device code.,THEME,Todo,P3,Phase 1: Skeleton,Claude-A,base,Mixed,,679,0
[THEME] Add support for `volatile T` MMIO support.,THEME,Todo,P3,Phase 1: Skeleton,Claude-D,io,Mixed,,664,0
